id,content,comments,keywords,tendency,views,date,primary_category,secondary_category
978572,"최근 프랜차이즈 카페에서 아르바이트 구하기가 어렵습니다. 여러 곳에 지원했으나 면접 후 연락이 오지 않거나, 이력서만 보고 연락이 없는 경우가 많습니다. 거리와 나이 등의 이유로 지원이 거절되기도 합니다. 단순한 아르바이트 구하기가 점점 어려워지고 있습니다.",없음,아르바이트 구직; 프랜차이즈 카페; 면접,경험성,15,2025-02-02 00:23,취업 및 채용 관련,면접 및 지원 과정
978571,"해보고 싶은 아르바이트에 지원했으나, 연락을 받지 못하고 새로운 공고가 올라왔습니다. 이런 상황에서 다시 지원해야 하는지, 포기해야 하는지 고민됩니다.",연락이 없는 이유를 알 수 없어 답답합니다.,아르바이트 지원; 연락 대기; 지원 고민,질문성,23,2025-02-02 00:18,취업 및 채용 관련,면접 및 지원 과정
978570,"애슐리퀸즈에서 12시부터 6시까지 세척 아르바이트를 혼자 해야 한다고 합니다. 혼자서 가능한 일인지 고민됩니다. 매장은 바쁘지 않다고 하지만, 경험이 없어 조언이 필요합니다.",없음,세척 아르바이트; 애슐리퀸즈; 일의 적합성,질문성,25,2025-02-02 00:07,업종별 아르바이트,노동 및 고용 관련 이슈
978569,"두 달간 아르바이트를 그만두어야 할 상황입니다. 여러 가지 이유로 인해 그만두는 것이 민폐인지 고민하고 있습니다. 동료와의 불화, 긴 출퇴근 시간, 불안 등 여러 요인으로 인해 스트레스를 받고 있습니다.",없음,아르바이트 종료; 직장 스트레스; 출퇴근 문제,질문성,25,2025-02-02 00:06,노동 및 고용 관련 이슈,직장 내 문화 및 관계
978568,"백화점 직원으로 일하는데, 계약서에 고용 형태, 근로 기간, 퇴직금이 명시되지 않았습니다. 출퇴근 기록 시스템도 없고, 백화점 직원 출입증도 발급받지 못하는 상황입니다. 이런 조건에서 계속 일해야 할지 고민됩니다.",없음,고용 조건; 백화점 직원; 계약 문제,질문성,36,2025-02-02 00:00,고용 형태 및 계약,노동 및 고용 관련 이슈
978567,쿠팡에서 계약직 퇴사 후 다른 센터에서 단기 근무가 가능한지 궁금합니다. 퇴사한 지 한 달도 되지 않은 상황입니다.,3개월 후에 지원 가능합니다.,쿠팡; 계약직; 단기 근무,질문성,24,2025-02-01 23:59,고용 형태 및 계약,노동 및 고용 관련 이슈
978565,"모델하우스 텔레마케팅 아르바이트를 하게 되었는데, 꿀팁이나 조언을 구하고 싶습니다. 또한, 텔레마케팅이 사기라는 의견도 있어 걱정됩니다.",없음,모델하우스; 텔레마케팅; 아르바이트 조언,질문성,20,2025-02-01 23:52,업종별 아르바이트,노동 및 고용 관련 이슈
978564,"개인 카페에서 7개월 일하다가 동료와의 갈등으로 그만두었습니다. 평소에는 좋은 분이지만, 감정 기복이 심하여 갈등이 생겼습니다. 사장님은 좋은 분이셨지만, 동료와의 문제로 인해 퇴사하게 되었습니다.",없음,카페 아르바이트; 동료 갈등; 퇴사 결정,경험성,78,2025-02-01 23:42,노동 및 고용 관련 이슈,직장 내 문화 및 관계
978562,"ㅅㅅㄱ 계열 와인 판매 샵에서 아르바이트를 고민 중입니다. 시급이 높아 매력적이지만, 일에 대한 확신이 서지 않아 고민됩니다.",없음,와인 판매; 아르바이트; 시급,질문성,15,2025-02-01 23:32,업종별 아르바이트,급여 및 보상 관련
978561,"배달 전문 카페에서 같은 알바생이 잔소리가 심하여 스트레스를 받고 있습니다. 집과 가까운 거리의 좋은 자리이지만, 주말 알바생의 간섭이 심하여 고민 중입니다.",다른 카페에서도 비슷한 경험을 했습니다.; 작은 일로 스트레스 받는 상황이 이해됩니다.; 사장보다 더한 알바생의 간섭이 문제입니다.,배달 카페; 알바 갈등; 스트레스,경험성,95,2025-02-01 23:25,노동 및 고용 관련 이슈,직장 내 문화 및 관계
978560,"물류직은 회사 내에서 가장 낮은 직군으로 간주됩니다. 경기가 좋지 않을 때, 본사는 악성 재고를 처리하려고 하며, 이는 창고에서 문제를 발생시킵니다. 물류직은 분기별로 인원이 교체되기 때문에 재고의 경로를 알기 어렵고, 책임은 물류 직원에게 돌아갑니다. 물류직은 체력과 정신적 부담이 크고, 월급은 낮습니다. 공휴일에도 출근해야 하며, 임금과 대우는 최하입니다. 다른 일을 찾는 것이 좋습니다.","물류직은 하청일수록 대우가 좋지 않으며, 책임과 부담이 큽니다.; 물류 관리직은 책임 수당이 있으며, 일정 경력이 쌓여야 합니다.",물류직; 악성 재고; 책임 부담,경험성,144,2025-02-01 23:19,노동 및 고용 관련 이슈,고용 형태 및 계약
978559,폭언과 기분 나쁜 행동도 폭력입니다. 그런 환경에서는 참지 말고 맞서세요. 자신을 보호하는 것이 중요합니다.,잘하셨습니다. 그런 환경에서는 병이 생길 수 있습니다. 고생 많으셨습니다.,폭력; 대응; 자기 보호,경험성,164,2025-02-01 23:13,직장 내 문화 및 관계,사회적 이슈 및 인식
978558,"아픈 직원에게 지나치게 냉정한 상사의 태도에 대한 비판입니다. 건강 문제로 인한 결근은 불가피한 상황인데, 상사는 이를 이해하지 못하고 비난합니다. 직장 내에서의 건강 관리와 상사의 이해 부족에 대해 논의합니다.",사회생활은 원래 냉정합니다.; 많은 직장에서 아픈 직원에게 비판적입니다. 이런 환경에서 일하기 어렵습니다.; 건강 문제를 이해하지 못하는 직장에서는 퇴사하는 것이 좋습니다.; 결근이 잦으면 팀 입장에서는 불만이 생길 수 있습니다.; 상사의 의견에 동의합니다. 결근은 동료들에게 부담을 줄 수 있습니다.,직장 건강 관리; 상사; 결근,질문성,136,2025-02-01 23:08,근무 환경 및 조건,직장 내 문화 및 관계
978557,교과서 피킹 물류에 대해 궁금해합니다. 경험자에게 조언을 구합니다.,무거울 것 같습니다.,교과서 피킹; 물류,질문성,75,2025-02-01 22:56,업종별 아르바이트,물류
978554,같은 장소에서 부스 판매 알바의 시급 차이에 대한 불만입니다. 시급이 더 높은 곳으로 옮길지 고민합니다.,웃음을 유발하는 댓글입니다.,부스 판매; 시급 차이,질문성,253,2025-02-01 22:03,근무 환경 및 조건,급여 및 보상 관련
978551,자동차 보험 고객센터의 업무에 대해 궁금합니다. 경험자에게 조언을 구합니다. 보험업에 대한 우려도 있습니다.,없음,자동차 보험; 고객센터; 보험업,질문성,62,2025-02-01 21:43,사회적 이슈 및 인식,보험업
978549,"생산직에서도 어려운 일이 많습니다. 품질 검사와 조립은 위험하고, 포장과 라벨 부착은 쉬운 일로 인식됩니다.",스티커와 라벨 부착도 빠르고 정확하게 하려면 고급 기술이 필요합니다.; 세상에 쉬운 일은 없습니다.; 스티커 작업도 정확성이 필요합니다.,생산직; 품질 검사; 라벨 부착,경험성,736,2025-02-01 21:01,노동 및 고용 관련 이슈,근무 환경 및 조건
978547,백수 생활의 어려움과 구직의 어려움을 토로합니다. 부모님께 의지하며 사는 것에 대한 부담감을 느낍니다.,부모님의 도움을 받는 것이 부끄러운 일이 아닙니다.; 일자리는 언젠가 생길 것입니다. 희망을 잃지 마세요.; 다른 일을 찾아보세요.,백수 생활; 구직; 부모님,경험성,445,2025-02-01 20:54,취업 및 채용 관련,사회적 이슈 및 인식
978544,공장 단순 업무에서 해고되는 경우에 대해 의문을 제기합니다. 중증 장애인도 일을 잘하는데 해고되는 이유가 궁금합니다.,일을 잘 못하거나 무단결근하면 해고될 수 있습니다.; 중소기업에서는 일이 없으면 해고될 수 있습니다.,공장 일; 해고; 단순 업무,질문성,548,2025-02-01 20:35,노동 및 고용 관련 이슈,고용 형태 및 계약
978543,23살에 알바 구하는 것이 나이가 많다는 이유로 거절당했습니다. 20대 중반의 알바가 이상한 것인지 질문합니다.,23살은 알바 구하기에 어린 나이입니다.; 알바를 구하는 데 나이가 문제될 이유가 없습니다.,알바; 나이; 취업,질문성,545,2025-02-01 20:32,노동 및 고용 관련 이슈,취업 및 채용 관련
978540,"이미 아르바이트 인원을 다 구해놓고도 이력서를 읽고, 공고를 내리지 않는 것이 이해가 되지 않습니다.",이력서를 쓰기 싫어서 그런 것 아니냐고 생각합니다.,아르바이트; 이력서; 공고,질문성,107,2025-02-01 20:22,취업 및 채용 관련,고용 형태 및 계약
978539,"롯데호텔에서 아르바이트비가 3주 넘게 지급되지 않아 문의를 했지만, 담당자가 무례하게 응대했습니다.",노동청이나 법률공단에 신고하라는 조언이 있습니다.; 특정 알바 업종은 문제가 많다는 의견이 있습니다.; 이런 일을 겪을 줄 몰랐다는 경험담이 있습니다.,아르바이트비; 롯데호텔; 노동청,경험성,114,2025-02-01 20:16,노동 및 고용 관련 이슈,급여 및 보상 관련
978538,"피시방에서 아르바이트를 시작한 지 얼마 되지 않았는데, 혼자 근무해야 할 상황이 걱정됩니다.",신입에게 혼자 매장을 맡기는 것은 무리라는 의견이 있습니다.; 일부는 하루 이틀 교육 후 혼자 일했다는 경험담이 있습니다.,피시방 아르바이트; 혼자 근무; 신입 교육,질문성,196,2025-02-01 20:16,업종별 아르바이트,노동 및 고용 관련 이슈
978537,수원 스타필드 매장에서 비효율적인 교육과 모욕적인 태도로 인해 불만이 쌓였습니다.,없음,수원 스타필드; 매장 교육; 고객 응대,경험성,120,2025-02-01 20:15,업종별 아르바이트,직장 내 문화 및 관계
978536,팝업스토어 아르바이트 면접에서 이상한 질문을 받아 사이비 종교가 의심됩니다.,사이비 종교가 팝업스토어를 가장해 포섭한다는 소문이 있습니다.,팝업스토어; 아르바이트 면접; 사이비 종교,질문성,138,2025-02-01 20:14,취업 및 채용 관련,노동 및 고용 관련 이슈
978534,특정 장소에서 여성이 가능한 일이 무엇인지 궁금합니다.,없음,여성 근무; 직무,질문성,175,2025-02-01 20:10,사회적 이슈 및 인식,고용 형태 및 계약
978533,3.3% 세금과 고용보험 기록이 나중에 남는지에 대해 궁금합니다.,"4대 보험과 고용보험은 다르며, 3.3%는 사업소득 신고라는 설명이 있습니다.; 고용기록은 정규직과 고용보험 가입 시에만 등록된다는 설명이 있습니다.",3.3% 세금; 고용보험; 세금 기록,질문성,269,2025-02-01 19:59,급여 및 보상 관련,고용 형태 및 계약
978532,쿠팡에서 주휴수당을 받기 위해 다른 캠프에 출근하는 것이 가능한지 궁금합니다.,그냥 센터로 가라는 의견이 있습니다.; 서울센터로 가라는 의견도 있습니다.,쿠팡; 주휴수당; 캠프 출근,질문성,124,2025-02-01 19:54,급여 및 보상 관련,노동 및 고용 관련 이슈
978531,아이폰 서비스센터에서 일한 경험이 있는지 궁금합니다.,없음,아이폰 서비스센터; 근무 경험,질문성,53,2025-02-01 19:41,노동 및 고용 관련 이슈,근무 환경 및 조건
978530,"풍세이랜드 리치지게차 업무가 어떤 것인지, 초보자가 할 만한 일인지 궁금합니다.",없음,풍세이랜드; 리치지게차; 초보자 업무,질문성,33,2025-02-01 19:36,업종별 아르바이트,취업 및 채용 관련
978528,"2월에는 아르바이트 구인 글이 적은 편이며, 3월에도 대학생들이 많이 지원하여 구인 글이 크게 늘어나지 않을 것으로 보입니다. 4월쯤 되어야 새로운 자리가 생길 수 있습니다.",3월에도 구인 상황이 크게 달라지지 않을 것입니다.; 4월쯤에 구인 자리가 생길 수 있습니다.,아르바이트; 구인 글; 대학생,질문성,448,2025-02-01 19:28,업종별 아르바이트,취업 및 채용 관련
978526,99년생 고졸 무스펙 사용자가 같은 내용을 반복적으로 게시하고 있습니다. 글을 바로 삭제하는 모습을 보입니다.,주목을 끌기 위한 글입니다.; 관심을 받으려고 반복해서 글을 올리는 것 같습니다.,99년생; 무스펙; 반복 게시,경험성,327,2025-02-01 19:12,취업 및 채용 관련,고용 형태 및 계약
978524,"시급 12,000원에 주휴수당과 야간수당이 포함되지 않은 알바 제안을 받았습니다. 주말에 18시간 근무 예정인데, 피시방에서 근무하는 조건입니다.",세금은 내야 합니다.; 주휴수당 포함 시 시급 계산이 필요합니다.; 음식 조리와 매장 관리 등 업무가 포함되면 시급이 더 높아야 합니다.,시급; 주휴수당; 피시방,질문성,296,2025-02-01 18:57,급여 및 보상 관련,업종별 아르바이트
978522,"일급 알바를 하려 했으나, 자가용이 없으면 일하기 어렵고 밥을 제공하지 않는 곳이 많아 고민 중입니다. 노가다가 더 나을 것 같다는 결론에 도달했습니다.","자가용은 필수이며, 밥을 제공하지 않는 곳은 피해야 합니다.; 차가 있으면 출퇴근이 편리하지만, 밥을 제공하지 않는 곳은 피해야 합니다.; 금액이 비슷하면 밥을 주는 곳을 선택하는 것이 좋습니다.",일급 알바; 자가용; 식사 제공,경험성,406,2025-02-01 18:40,업종별 아르바이트,근무 환경 및 조건
978520,곤쿠 계약직에서 일주일 일하고 사직서를 낼 예정입니다. 관리자와 일 환경이 불편해서 추천하지 않습니다.,곤쿠 계약직 출고는 개인마다 다르게 느낍니다.; 관리자가 이상하다는 의견이 있습니다.; 개인 일기를 작성하는 게 좋겠다는 의견도 있습니다.,곤쿠; 계약직; 관리자,경험성,227,2025-02-01 18:22,고용 형태 및 계약,취업 및 채용 관련
978518,"영화관 알바의 난이도가 궁금합니다. 영화관 알바를 해보고 싶은데, 업무 난이도에 대해 알고 싶습니다.","영화관 업무는 무인화로 인해 낮은 편입니다.; 플래그쉽 매장이 아니면 실망할 수 있습니다.; 영화관 업무는 힘든 편이며, 스케줄제도 단점입니다.",영화관 알바; 업무 난이도; 스케줄제,질문성,314,2025-02-01 17:54,업종별 아르바이트,근무 환경 및 조건
978516,"파바 주말 오픈 알바를 하고 있으며, 알바비 지급일이 궁금합니다. 알바를 그만두기 전 마지막 날에 받을 수 있는지 문의합니다.",사장님께 직접 문의하는 것이 가장 빠릅니다.; 월요일에 지급될 가능성이 있습니다.; 일반적으로 전월 근무는 다음 달 1일에 지급됩니다.,알바비; 지급일; 파바,질문성,181,2025-02-01 17:38,급여 및 보상 관련,근무 환경 및 조건
978512,제빵업계에 종사하면서 초보자로서 어려움을 겪고 있습니다. 선임에게 덜 혼날 수 있는 방법과 기술을 배우고 싶습니다.,자격증을 취득하고 기초를 배우는 것이 좋습니다.; 현재 맡은 일은 막내 역할이므로 시간이 필요합니다.; 무례한 댓글은 피해야 합니다.,제빵업계; 초보자; 자격증,질문성,171,2025-02-01 17:11,취업 및 채용 관련,직업 및 경력 관리
978509,구슬끼우기와 같은 수작업 재택 알바 경험이 있는지 궁금합니다. 대부분 사기라는 의견이 많습니다.,대부분 사기입니다.; 수익이 거의 없으므로 비추천합니다.; 인터넷에서 검색해보면 사기임을 알 수 있습니다.,재택 알바; 수작업; 사기,질문성,215,2025-02-01 16:55,노동 및 고용 관련 이슈,고용 형태 및 계약
978507,갤러리아 주차 관리 아르바이트 구인 공고가 없어졌습니다. 1년 사이에 다시 검색해도 나오지 않습니다.,해당 질문을 여기서 하는 이유를 모르겠습니다.,갤러리아; 주차 관리; 구인 공고,질문성,72,2025-02-01 16:54,취업 및 채용 관련,고용 형태 및 계약
978505,"식당, 카페, 편의점 아르바이트 구하기가 쉬운가요?",사람인 웹사이트에서 구직하세요.; 경마장에서 주말 아르바이트가 좋습니다. 쓰레기를 줍는 일이 주로 있습니다.; 쿠팡이나 펑소에서 미화 업무는 사람을 상대하지 않습니다. 지원해보세요.,아르바이트; 구직; 경제적 어려움,질문성,421,2025-02-01 16:18,노동 및 고용 관련 이슈,취업 및 채용 관련
978502,베라 아르바이트 vs 버거킹 아르바이트,베라가 더 힘듭니다. 아이스크림을 여러 번 옮기고 정리해야 합니다.; 버거킹에서는 기름 교체가 힘들지만 혼자 하지 않으므로 할 만합니다.,베라 아르바이트; 버거킹 아르바이트; 업무 난이도,질문성,263,2025-02-01 16:03,업종별 아르바이트,근무 환경 및 조건
978501,유레카 부동산 세일즈 제의,고객 응대 후 팀장에게 전달하는 업무라고 합니다.,부동산 세일즈; 고객 응대; 업무 내용,질문성,1,2025-02-01 15:56,노동 및 고용 관련 이슈,고용 형태 및 계약
978500,성남 조 ㅇl푸드 생산직,"휴식 시간이 지켜지지 않고 업무 강도가 높습니다.; 공고가 자주 나오는 곳이며, 환경이 좋지 않다는 의견이 많습니다.",성남 조 ㅇl푸드; 생산직; 업무 환경,질문성,119,2025-02-01 15:48,근무 환경 및 조건,노동 및 고용 관련 이슈
978497,음성 수액 공장 후기,시골이 더 무섭다는 의견이 있습니다.,수액 공장; 근무 환경; 직원 태도,경험성,250,2025-02-01 15:20,근무 환경 및 조건,직장 내 문화 및 관계
978496,카페 아르바이트 구하기 어려움,최저 시급이 높아져 사장님의 기준도 높아졌습니다.; 나이 든 사람은 젊은 사람보다 적응이 느리다고 합니다.,카페 아르바이트; 나이; 면접,경험성,571,2025-02-01 15:16,취업 및 채용 관련,업종별 아르바이트
978495,손해보험 인바운드 TM 업무,전화 응대만 잘하면 된다고 합니다.,손해보험; 인바운드 TM; 근무 조건,질문성,95,2025-02-01 15:14,근무 환경 및 조건,고용 형태 및 계약
978493,오ㅅ ㅎ스케ㅇ 근무 환경,"후기들이 좋지 않으며, 후기를 통해 근무 환경이 좋지 않다는 것을 알게 되었습니다.",오ㅅ ㅎ스케ㅇ; 근무 환경; 직원 관리,경험성,327,2025-02-01 14:42,근무 환경 및 조건,직장 내 문화 및 관계
978491,이디야 2층 대형 카페 근무,"사장님의 결정에 따라 다르며, 매출에 따라 근무 인원이 결정됩니다.",이디야; 2층 대형 카페; 근무 인원,질문성,339,2025-02-01 13:16,업종별 아르바이트,근무 환경 및 조건
978489,판교 도서관 ㄹㅂㄸ 근무 후기,없음,판교 도서관; 근무 후기; 급여 문제,경험성,264,2025-02-01 12:58,급여 및 보상 관련,근무 환경 및 조건
978488,"편의점 아르바이트 월급 계산 관련 문의입니다. 주 5일, 월급제로 일할 경우 최저시급 기준으로 얼마가 될까요? 초보인데 잘할 수 있을지 모르겠네요.",최저시급은 인터넷에서 확인 가능합니다.; 편의점 시급은 보통 8천원에서 9천원 사이입니다.; 시급은 계약에 따라 달라질 수 있습니다.,편의점 아르바이트; 최저시급; 월급 계산,질문성,369,2025-02-01 12:44,노동 및 고용 관련 이슈,급여 및 보상 관련
978485,"신규 오픈한 커피 프랜차이즈 매장의 분위기가 궁금합니다. 지원을 고려하고 있는데, 일반적으로 어떤 분위기인가요?",신규 오픈 매장은 보통 정신없는 경우가 많습니다.; 체계적인 경우 분위기가 좋을 수 있습니다.; 매장 분위기는 사장님과 점장에 따라 다릅니다.,신규 오픈; 커피 프랜차이즈; 매장 분위기,질문성,320,2025-02-01 12:29,업종별 아르바이트,취업 및 채용 관련
978484,"쿠팡 집품 아르바이트는 육체적으로 매우 힘든 일입니다. 좁은 공간에서 여러 사람이 일을 하며, 스트레스를 받는 경우가 많습니다.",없음,쿠팡; 집품 아르바이트; 중노동,경험성,1,2025-02-01 12:27,노동 및 고용 관련 이슈,업종별 아르바이트
978483,첫 아르바이트 급여를 어디에 사용하셨나요?,가족 외식; 화장품 구매; 비트코인 매수,첫 아르바이트; 급여 사용; 외식,질문성,353,2025-02-01 12:25,노동 및 고용 관련 이슈,급여 및 보상 관련
978481,요즘 아르바이트 자리가 잘 안 구해지나요? 저만 그런가요?,동의합니다.,아르바이트 자리; 취업난; 구직,질문성,1,2025-02-01 12:03,취업 및 채용 관련,노동 및 고용 관련 이슈
978480,"오늘 아르바이트 면접을 보러 가는데, 12시부터 3시 사이에 방문하라고 했습니다. 1시쯤 가겠다고 미리 연락드리는 게 좋을까요?",음식점의 경우 3시에 가는 것이 좋습니다.,아르바이트 면접; 방문 시간; 사전 연락,질문성,372,2025-02-01 11:43,면접 및 지원 과정,노동 및 고용 관련 이슈
978479,오산 지역의 아웃소싱 업체들에 대한 불만입니다. 기숙사 허위 광고와 계약 조건 불이행 등이 문제입니다.,아웃소싱 업체 대부분이 신뢰성이 낮습니다.; 오산 지역 아웃소싱에 대한 불신이 많습니다.,오산; 아웃소싱; 허위 광고,경험성,251,2025-02-01 11:38,노동 및 고용 관련 이슈,고용 형태 및 계약
978478,공부를 위해 SPA 의류매장과 야간 편의점 중 어느 곳에서 일할지 고민 중입니다. 여러분이라면 어디를 선택하시겠습니까?,편의점 야간 근무는 건강에 좋지 않을 수 있습니다.; SPA 매장은 스터디 스케줄 조정이 어려울 수 있습니다.; 편의점은 안전 여부를 고려해야 합니다.,SPA 의류매장; 야간 편의점; 아르바이트 선택,질문성,309,2025-02-01 11:21,업종별 아르바이트,노동 및 고용 관련 이슈
978477,"쿠팡 야간 아르바이트 확정을 취소할지 고민 중입니다. 컨디션이 좋지 않은데, 취소가 늦었을까요?",사정 설명 후 취소하면 다음 신청 시 후순위로 밀릴 수 있습니다.; 무단결근보다는 사전에 취소하는 것이 좋습니다.; 확정 받기 어렵기 때문에 신중히 결정하세요.,쿠팡 야간 아르바이트; 취소 고민; 무단결근,질문성,546,2025-02-01 11:00,노동 및 고용 관련 이슈,근무 환경 및 조건
978476,아르바이트 합격 후 더 좋은 조건의 아르바이트 면접을 기다리고 있습니다. 어떻게 해야 할까요?,더 좋은 조건이라면 한 군데를 선택해야 합니다.; 면접 일정을 조정해보세요.,아르바이트 합격; 조건 비교; 면접 일정,질문성,258,2025-02-01 10:57,취업 및 채용 관련,면접 및 지원 과정
978475,"젊은 사회초년생으로서 다양한 물류 경험을 쌓고 있습니다. 부모님의 반대에도 불구하고 몸을 쓰는 일을 꾸준히 해왔으며, 최근에는 컬리 파트타임 야간 근무를 시작하게 되었습니다. 주변의 걱정에도 불구하고 다양한 경험을 통해 성장하고 있습니다. 퇴근 후 피로를 느끼지만, 장기적으로는 돈을 모으기 위해 꾸준히 일하고 있습니다. 현장에서의 텃세나 어려움을 극복해왔고, 새로운 도전에 대한 긴장감도 느끼고 있습니다. 이러한 경험이 저에게 큰 도움이 될 것이라 믿습니다.","물류 경력자는 많지만, 전문성을 갖춘 경력자는 드뭅니다. 경력을 잘 쌓으세요.; 물류 업계에서 장기 경력을 쌓아도 이력서에 쓸 내용이 부족할 수 있습니다.",물류 경력; 사회초년생; 컬리 파트타임,경험성,276,2025-02-01 10:17,업종별 아르바이트,취업 및 채용 관련
978474,"주차 알바는 피하는 것이 좋습니다. 자동차 매연으로 인한 건강 문제가 심각하게 나타나며, 미세먼지와 속쓰림 등의 증상이 지속됩니다. 이러한 이유로 주차장에 가기조차 어려운 상황입니다.",주차 알바는 고가 차량 문제로 위험성이 큽니다.; 건강 문제로 주차 알바를 피하는 것이 좋습니다.; 주차 알바는 힘들지만 일부 사람들은 잘 해내고 있습니다.,주차 알바; 건강 문제; 매연,경험성,1022,2025-02-01 09:47,노동 및 고용 관련 이슈,근무 환경 및 조건
978473,"공고가 삭제되는 이유가 궁금합니다. 지원한 다음 날 공고가 삭제되었는데, 이러한 경우가 드문 일인지 알고 싶습니다.",이미 사람을 뽑았거나 채용을 취소한 경우일 수 있습니다.; 채용이 완료되어 공고를 삭제한 것일 수 있습니다.,채용 공고; 공고 삭제; 채용 과정,질문성,270,2025-02-01 09:44,취업 및 채용 관련,면접 및 지원 과정
978471,"오산 지역 홈쇼핑 공고에 불만이 있습니다. 냉장 작업을 상온으로 속이고, 근무 환경이 매우 열악합니다. 이러한 상황에 대한 불만을 제기하고 싶습니다.",없음,홈쇼핑 근무; 근무 환경; 오산 지역,경험성,293,2025-02-01 08:24,근무 환경 및 조건,노동 및 고용 관련 이슈
